"TRIGRAMME","NOM_VALIDE","CD_NOM","STATUT_FR"
"Filxint","Filago x intermedia Holuby",611762,"D"
"Filxmix","Filago x mixta Holuby, 1871",98691,"D"
"Filxsch","Filago x schulzeana P.Fourn., 1928",98710,"D"
"Filxsub","Filago x subspicata Boreau, 1849",98711,"D"
"Fillut","Filago lutescens Jord., 1846",98687,"P"
"Fillutlut","Filago lutescens subsp. lutescens Jord., 1846",134682,"P"
"Filneg","Filago neglecta (Soy.-Will.) DC., 1838",98694,"X"
"Filpyg","Filago pygmaea L., 1753",98698,"P"
"Filpyr","Filago pyramidata L., 1753",98699,"P"
"Filtyr","Filago tyrrhenica Chrtek & Holub, 1963",98704,"P"
"Gamochaeta","Gamochaeta Wedd., 1856",192699,"I"
"Gamant","Gamochaeta antillana (Urb.) Anderb., 1991",619555,"I"
"Gamcoa","Gamochaeta coarctata (Willd.) Kerguélen, 1987",99644,"I"
"Gampen","Gamochaeta pensylvanica (Willd.) Cabrera, 1961",615102,"Q"
"Gnaphalium","Gnaphalium L., 1753",192858,"P"
"Gnaxrom","Gnaphalium x rompelii Murr, 1909",100524,"D"
"Gnauli","Gnaphalium uliginosum L., 1753",100519,"P"
"Helichrysum","Helichrysum Mill., 1754",193135,"P"
"Helare","Helichrysum arenarium (L.) Moench, 1794",101063,"P"
"Helarn","Helichrysum arnicoides (Lam.) Cordem., 1895",706358,"A"
"Helbra","Helichrysum bracteatum (Vent.) Andrews, 1805",101068,"M"
"Helfoe","Helichrysum foetidum (L.) Moench, 1794",101077,"I"
"Helhel","Helichrysum heliotropifolium (Lam.) DC., 1838",706359,"A"
"Helita","Helichrysum italicum (Roth) G.Don, 1830",101080,"P"
"Helitaita","Helichrysum italicum subsp. italicum (Roth) G.Don, 1830",135254,"P"
"Helitamic","Helichrysum italicum subsp. microphyllum (Willd.) Nyman, 1879",135255,"P"
"Helitaser","Helichrysum italicum subsp. serotinum (Boiss.) P.Fourn., 1939",135256,"P"
"Helneo","Helichrysum neocaledonicum Schltr., 1906",671659,"A"
"Helori","Helichrysum orientale (L.) Gaertn., 1791",101091,"M"
"Helpet","Helichrysum petiolare Hilliard & Burtt, 1973",101093,"M"
"Helsto","Helichrysum stoechas (L.) Moench, 1794",101101,"P"
"Helstosto","Helichrysum stoechas subsp. stoechas (L.) Moench, 1794",135257,"P"
"Ifloga","Ifloga Cass.",606917,"I"
"Iflspi","Ifloga spicata (Forssk.) Sch.Bip., 1836",610626,"M"
"Laphangium","Laphangium (Hilliard & B.L.Burtt) Tzvelev, 1994",606927,"P"
"Laplut","Laphangium luteoalbum (L.) Tzvelev, 1994",610681,"P"
"Leontopodium","Leontopodium (Pers.) R.Br., 1817",193955,"P"
"Leoniv","Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927",611031,"P"
"Leonivalp","Leontopodium nivale subsp. alpinum (Cass.) Greuter, 2003",612632,"P"
"Logfia","Logfia Cass., 1819",194253,"P"
"Loggal","Logfia gallica (L.) Coss. & Germ., 1843",106449,"P"
"Logmin","Logfia minima (Sm.) Dumort., 1827",106451,"P"
"Micropus","Micropus L., 1753",194753,"I"
"Micsup","Micropus supinus L., 1753",160366,"M"
"Omalotheca","Omalotheca Cass., 1828",195416,"P"
"Omahop","Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz, 1861",110061,"P"
"Omaxtra","Omalotheca x traunsteineri (Murr) Dostál, 1984",110065,"D"
"Omanor","Omalotheca norvegica (Gunnerus) Sch.Bip. & F.W.Schultz, 1861",110062,"P"
"Omasup","Omalotheca supina (L.) DC., 1838",110063,"P"
"Omasyl","Omalotheca sylvatica (L.) Sch.Bip. & F.W.Schultz, 1861",110064,"P"
"Ozocin","Ozothamnus cinereus (Labill.) Sweet",673913,"A"
"Phagnalon","Phagnalon Cass., 1819",196052,"P"
"Phaxamb","Phagnalon x ambiguum Albert",717833,"P"
"Phaxdom","Phagnalon x domingoi Sennen, 1912",112942,"P"
"Phaxmur","Phagnalon x murbeckii Faure, 1923",611610,"P"
"Pharup","Phagnalon rupestre (L.) DC., 1836",112934,"P"
"Pharupann","Phagnalon rupestre subsp. annoticum (Jord. ex Burnat) Pignatti, 1969",138672,"P"
"Pharupill","Phagnalon rupestre subsp. illyricum (H.Lindb.) Ginzb., 1921",138673,"P"
"Phasax","Phagnalon saxatile (L.) Cass., 1819",112935,"P"
"Phasor","Phagnalon sordidum (L.) Rchb., 1831",112936,"P"
"Pseudognaphalium","Pseudognaphalium Kirp., 1950",196772,"I"
"Pseund","Pseudognaphalium undulatum (L.) Hilliard & Burtt, 1981",116202,"I"
"Stopas","Stoebe passerinoides (Lam.) Willd., 1803",706839,"A"
"Helenieae","Helenieae Lindl., 1829",919497,"M"
"Gaillardiinae","Gaillardiinae Less., 1831",920207,"M"
"Gaillardia","Gaillardia Foug., 1786",192668,"M"
"Gaiari","Gaillardia aristata Pursh, 1814",99217,"M"
"Gaixgra","Gaillardia x grandiflora Van Houtte, 1857",99222,"M"
"Gaimeg","Gaillardia megapotamica (Spreng.) Baker, 1884",160361,"M"
"Gaipul","Gaillardia pulchella Foug., 1786",99221,"M"
"Helenium","Helenium L., 1753",193126,"M"
"Helaut","Helenium autumnale L., 1753",100859,"M"
"Helmex","Helenium mexicanum Humb., Bonpl. & Kunth, 1820",160363,"M"
"Heliantheae","Heliantheae Cass., 1819",919484,"P"
"Ambrosiinae","Ambrosiinae Less., 1830",920140,"P"
"Ecliptinae","Ecliptinae Less., 1831",920141,"I"
"Engelmanniinae","Engelmanniinae Stuessy, 1978",920142,"M"
"Helianthinae","Helianthinae Dumort., 1827",920144,"I"
"Acmella","Acmella Rich., 1807",607063,"I"
"Acmlep","Acmella leptophylla (DC.) R.K.Jansen, 1985",610574,"M"
"Ambrosia","Ambrosia L., 1753",189037,"I"
"Ambart","Ambrosia artemisiifolia L., 1753",82080,"J"
"Ambxhel","Ambrosia x helenae Rouleau, 1944",948053,"M"
"Ambmar","Ambrosia maritima L., 1753",82086,"M"
"Ambper","Ambrosia peruviana Willd., 1805",629062,"A"
"Ambpsi","Ambrosia psilostachya DC., 1836",610847,"I"
"Ambten","Ambrosia tenuifolia Spreng., 1826",82092,"I"
"Ambtri2","Ambrosia trifida L., 1753",82093,"I"
"Echinacea","Echinacea",192023,"M"
"Echpur","Echinacea purpurea (L.) Moench, 1794",95665,"M"
"Eclipta","Eclipta L., 1771",192049,"I"
"Eclpro","Eclipta prostrata (L.) L., 1771",95806,"I"
"Elamor","Elaphandra moriana Pruski, 1996",733079,"A"
"Helianthus","Helianthus L., 1753",193133,"I"
"Helann","Helianthus annuus L., 1753",101027,"M"
"Helannann","Helianthus annuus var. annuus L., 1753",613531,"M"
"Helannmac","Helianthus annuus var. macrocarpus (DC.) Cockerell, 1915",613530,"M"
"Heldeb","Helianthus debilis Nutt., 1841",160365,"M"
"Heldebdeb","Helianthus debilis subsp. debilis Nutt., 1841",981678,"D"
"Heldebcuc","Helianthus debilis subsp. cucumerifolius (Torr. & Gray) Heiser, 1956",631001,"D"
"Heldec","Helianthus decapetalus L., 1753",101032,"M"
"Helgig","Helianthus giganteus L., 1753",717221,"M"
"Helxlae","Helianthus x laetiflorus Pers., 1807",101056,"I"
"Helxmul","Helianthus x multiflorus L., 1753",101057,"M"
"Helmax","Helianthus maximiliani Schrad., 1835",611201,"M"
"Helpau","Helianthus pauciflorus Nutt., 1818",101046,"M"
"Helpet2","Helianthus petiolaris Nutt., 1821",101047,"M"
"Helstr","Helianthus strumosus L., 1753",101053,"M"
"Heltub","Helianthus tuberosus L., 1753",101055,"J"
"Iva","Iva L., 1753",606919,"I"
"Ivaann","Iva annua L., 1753",717279,"I"
"Ivaxan","Iva xanthiifolia Nutt., 1818",103924,"M"
"Parhys","Parthenium hysterophorus L., 1753",446978,"A"
"Podachaenium","Podachaenium Oerst., 1852",196472,"I"
"Podpan","Podachaenium paniculatum Benth. ex Oerst., 1852",114454,"I"
"Rudbeckia","Rudbeckia L., 1753",197282,"I"
"Rudamp","Rudbeckia amplexicaulis Vahl, 1793",119399,"M"
"Ruddru","Rudbeckia drummondii Paxton, 1839",119403,"Q"
"Rudful","Rudbeckia fulgida Aiton, 1789",160456,"M"
"Rudhir","Rudbeckia hirta L., 1753",119406,"I"
"Rudhirhir","Rudbeckia hirta var. hirta L., 1753",718765,"I"
"Rudhirpul","Rudbeckia hirta var. pulcherrima Farw., 1904",718766,"M"
"Rudlac","Rudbeckia laciniata L., 1753",119407,"I"
"Rudspe","Rudbeckia speciosa Wender., 1829",119414,"M"
"Rudtri","Rudbeckia triloba L., 1753",810919,"D"
"Rudtritri","Rudbeckia triloba var. triloba L., 1753",811285,"D"
"Rudtripin","Rudbeckia triloba var. pinnatiloba Torr. & A.Gray, 1842",811284,"D"
"Silphium","Silphium L., 1753",197661,"M"
"Silper","Silphium perfoliatum L., 1759",123701,"M"
"Tithonia","Tithonia Desf. ex Juss., 1789",445487,"M"
"Titrot","Tithonia rotundifolia (Mill.) S.F.Blake, 1917",630816,"M"
"Verbesina","Verbesina L., 1753",198881,"I"
"Veralt","Verbesina alternifolia (L.) Britton ex Kearney, 1893",128768,"I"
"Verenc","Verbesina encelioides (Cav.) Benth. & Hook.f. ex A.Gray, 1876",128771,"M"
"Vergua","Verbesina guadeloupensis Urb., 1901",630870,"A"
"Verlep","Verbesina leprosa Klatt, 1884",630871,"A"
"Xanthium","Xanthium L., 1753",199045,"P"
"Xanamb","Xanthium ambrosioides Hook. & Arn., 1841",130477,"M"
"XanorixXanstr","Xanthium orientale x Xanthium strumarium",611350,"I"
"Xanori","Xanthium orientale L., 1763",130484,"I"
"Xanoriori","Xanthium orientale subsp. orientale L., 1763",612631,"I"
"Xanoriita","Xanthium orientale subsp. italicum (Moretti) Greuter, 2003",612629,"I"
"Xanoririp","Xanthium orientale subsp. riparium (?elak.) Greuter, 2003",612630,"D"
"Xanorisac","Xanthium orientale subsp. saccharatum (Wallr.) B.Bock, 2012",718297,"I"
"Xanpun","Xanthium pungens Wallr., 1842",130486,"M"
"Xanspi","Xanthium spinosum L., 1753",130491,"I"
"Xanstr","Xanthium strumarium L., 1753",130492,"P"
"Zinnia","Zinnia L., 1759 [nom. cons.]",199142,"M"
"Zinang","Zinnia angustifolia Kunth, 1820",130649,"M"
"Zinhaa","Zinnia haageana Regel, 1861",130651,"M"
"Zinlin","Zinnia linearis Benth., 1845",130652,"M"
"Zinvio","Zinnia violacea Cav., 1791",670749,"M"
"Rudbeckiinae","Rudbeckiinae H.Rob., 1978",920146,"I"
"Spilanthinae","Spilanthinae Panero, 2005",920147,"I"
"Verbesininae","Verbesininae Benth., 1873",920148,"I"
"Zinniinae","Zinniinae Benth., 1873",920149,"M"
"Inuleae","Inuleae Cass., 1819",919474,"P"
"Asteriscus","Asteriscus Mill., 1754",939302,"P"
"Astaqu","Asteriscus aquaticus (L.) Less., 1832",84738,"P"
"Blucan","Blumea canalensis S.Moore",671052,"A"
"Buphthalmum","Buphthalmum L., 1753",190119,"P"
"Bupsal","Buphthalmum salicifolium L., 1753",87009,"P"
"Bupsalsal","Buphthalmum salicifolium subsp. salicifolium L., 1753",132333,"P"
"Carpesium","Carpesium L., 1753",190363,"P"
"Carcer","Carpesium cernuum L., 1753",89195,"P"
"Chiliadenus","Chiliadenus Cass., 1825",190686,"P"
"Chiglu","Chiliadenus glutinosus (L.) Fourr., 1869",717139,"P"
"Dittrichia","Dittrichia Greuter, 1973",191891,"P"
"Ditgra","Dittrichia graveolens (L.) Greuter, 1973",95186,"P"
"Ditvis","Dittrichia viscosa (L.) Greuter, 1973",95187,"P"
"Ditvisvis","Dittrichia viscosa subsp. viscosa (L.) Greuter, 1973",133920,"P"
"Inula","Inula L., 1753",193607,"P"
"Inuasp","Inula aspera Poir., 1813",103594,"Q"
"InubifxInucon","Inula bifrons x Inula conyza",810940,"P"
"Inubif","Inula bifrons (L.) L., 1763",103596,"P"
"Inubri","Inula britannica L., 1753",103598,"P"
"Inucon","Inula conyzae (Greiss.) DC., 1836",945856,"P"
"Inuhel","Inula helenioides DC., 1815",103626,"S"
"Inuhel2","Inula helenium L., 1753",103627,"I"
"Inuhel3","Inula helvetica Weber, 1784",103628,"P"
"Inuhir","Inula hirta L., 1753",103631,"P"
"Inuxadr","Inula x adriatica (Vis.) Borbás, 1877",103659,"P"
"Inuxrig","Inula x rigida Döll, 1862",103660,"P"
"Inuxsav","Inula x savii Beck, 1882",103661,"P"
"Inuxsem","Inula x semiamplexicaulis Reut., 1836",103662,"P"
"Inumon","Inula montana L., 1753",103639,"P"
"Inurac","Inula racemosa Hook.f., 1881",810961,"I"
"Inusal","Inula salicina L., 1753",103648,"P"
"Inuspi","Inula spiraeifolia L., 1759",103651,"P"
"Jasonia","Jasonia Cass., 1815",193677,"P"
"Jastub","Jasonia tuberosa (L.) DC., 1836",104052,"P"
"Limbarda","Limbarda Adans., 1763",606931,"P"
"Limcri","Limbarda crithmoides (L.) Dumort., 1827",106000,"P"
"Limcricri","Limbarda crithmoides subsp. crithmoides (L.) Dumort., 1827",612507,"P"
"Limcrilon","Limbarda crithmoides subsp. longifolia (Arcang.) Greuter, 2003",612508,"P"
"Monarrhenus","Monarrhenus Cass., 1817",705290,"A"
"Monpin","Monarrhenus pinifolius Cass., 1824",706545,"A"
"Monsal","Monarrhenus salicifolius Cass., 1824",706546,"A"
"Inulinae","Inulinae Dumort., 1827",920211,"P"
"Pallenis","Pallenis (Cass.) Cass., 1825",195695,"P"
"Palmar","Pallenis maritima (L.) Greuter, 1997",112064,"P"
"Palspi","Pallenis spinosa (L.) Cass., 1825",112065,"P"
"Palspispi","Pallenis spinosa subsp. spinosa (L.) Cass., 1825",138539,"P"
"Pulicaria","Pulicaria Gaertn., 1791",196933,"P"
"Pulara","Pulicaria arabica (L.) Cass., 1826",116387,"M"
"Puldys","Pulicaria dysenterica (L.) Bernh., 1800",116392,"P"
"Pullac","Pulicaria laciniata (Coss. & Kralik) Thell., 1912",611585,"M"
"Pulodo","Pulicaria odora (L.) Rchb., 1831",116396,"P"
"Pulsic","Pulicaria sicula (L.) Moris, 1843",116401,"P"
"Pulvul","Pulicaria vulgaris Gaertn., 1791",116405,"P"
"Telekia","Telekia Baumg., 1816",198258,"I"
"Telspe","Telekia speciosa (Schreb.) Baumg., 1816",125838,"I"
"Madieae","Madieae Jeps., 1901",919495,"P"
"Arnicinae","Arnicinae B.G.Baldwin, 2002",920208,"P"
"Baeriinae","Baeriinae Benth., 1873",920209,"M"
"Arnica","Arnica L., 1753",189471,"P"
"Arnmon","Arnica montana L., 1753",83874,"P"
"Eriophyllum","Eriophyllum",192304,"M"
"Erilan","Eriophyllum lanatum (Pursh) J.Forbes, 1838",96867,"M"
"Madia","Madia",194413,"I"
"Madsat","Madia sativa Molina, 1782",107136,"M"
"Madiinae","Madiinae Benth., 1873",920210,"I"
"Millerieae","Millerieae Lindl., 1829",919487,"I"
"Galinsoginae","Galinsoginae Benth., 1873",920135,"I"
"Acanthospermum","Acanthospermum Schrank, 1819",188713,"I"
"Acahis","Acanthospermum hispidum DC., 1836",79717,"A"
"Acahum","Acanthospermum humile (Sw.) DC., 1836",160344,"I"
"Galinsoga","Galinsoga Ruiz & Pav., 1794",192689,"I"
"Galxmix","Galinsoga x mixta Murr, 1931",99362,"D"
"Galpar","Galinsoga parviflora Cav., 1795",99358,"I"
"Galqua","Galinsoga quadriradiata Ruiz & Pav., 1798",99359,"I"
"Guizotia","Guizotia Cass., 1829",192958,"I"
"Guiaby","Guizotia abyssinica (L.f.) Cass., 1829",100596,"M"
"Ichgra","Ichthyothere granvillei H.Rob., 1983",733081,"A"
"Sigesbeckia","Sigesbeckia L., 1753",197647,"I"
"Sigmic","Sigesbeckia microcephala DC., 1836",930992,"M"
"Sigori","Sigesbeckia orientalis L., 1753",445485,"A"
"Sigser","Sigesbeckia serrata DC., 1836",123360,"I"
"Melampodiinae","Melampodiinae Less., 1830",920136,"I"
"Milleriinae","Milleriinae Benth., 1873",920137,"I"
"Senecioneae","Senecioneae Cass., 1819",919469,"P"
"Adenostyles","Adenostyles Cass., 1816",188820,"P"
"Adeall","Adenostyles alliariae (Gouan) A.Kern., 1871",80183,"P"
"Adealp","Adenostyles alpina (L.) Bluff & Fingerh., 1825",80184,"P"
"Adealpalp","Adenostyles alpina subsp. alpina (L.) Bluff & Fingerh., 1825",130834,"P"
"Adealpbri","Adenostyles alpina subsp. briquetii (Gamisans) Tutin, 1975",130835,"P"
"Adealppyr","Adenostyles alpina subsp. pyrenaica (Lange) Dillenb. & Kadereit, 2012",718206,"P"
"Adexcan","Adenostyles x canescens Sennholz, 1889",80194,"D"
"Adexegi","Adenostyles x eginensis Lagger ex Heinr.Braun, 1913",80195,"D"
"Adexint","Adenostyles x intermedia Hegetschw., 1839",80196,"D"
"Adeleu","Adenostyles leucophylla (Willd.) Rchb., 1831",80190,"P"
"Brachyglottis","Brachyglottis J.R. Forst. & G. Forst., 1775",672390,"P"
"Bracal","Brachyglottis caledoniae A.DC.",673685,"A"
"Bra(Du","Brachyglottis (Dunedin Hybrids Gp)",989736,"M"
"Crassocephalum","Crassocephalum Moench, 1794",446618,"M"
"Curio","Curio P.V.Heath, 1997",943267,"P"
"Currep","Curio repens (L.) P.V.Heath, 1997",943261,"M"
"Delairea","Delairea Lem., 1844",191579,"I"
"Delodo","Delairea odorata Lem., 1844",94560,"I"
"Erechtites","Erechtites Raf., 1817",446619,"Q"
"Erehie","Erechtites hieraciifolius (L.) Raf. ex DC., 1838",639079,"Q"
"Eriotrix","Eriotrix Cass., 1817",705250,"A"
"Ericom","Eriotrix commersonii Cadet, 1970",706259,"A"
"Erilyc","Eriotrix lycopodioides (Lam.) DC., 1838",706260,"A"
"Euryops","Euryops (Cass.) Cass., 1820",192448,"M"
"Eurchr","Euryops chrysanthemoides (DC.) B.Nord., 1968",968136,"M"
"Eurpec","Euryops pectinatus (L.) Cass., 1820",97857,"M"
"Faujasia","Faujasia Cass., 1819",705251,"A"
"Faucad","Faujasia cadetiana C.Jeffrey, 1992",706280,"A"
"Faupin","Faujasia pinifolia Cass., 1819",706281,"A"
"Fausal","Faujasia salicifolia (Pers.) C.Jeffrey, 1992",706282,"A"
"Fausqu","Faujasia squamosa (Bory) C.Jeffrey, 1992",706283,"A"
"Faujasiopsis","Faujasiopsis C.Jeffrey, 1992",705252,"A"
"Faufle","Faujasiopsis flexuosa (Lam.) C.Jeffrey, 1992",706284,"A"
"Fauflebou","Faujasiopsis flexuosa subsp. bourbonensis C.Jeffrey, 1992",707075,"A"
"Hertia","Hertia Less., 1831",606911,"P"
"Herche","Hertia cheirifolia (L.) Kuntze, 1891",610601,"I"
"Homogyne","Homogyne Cass., 1816",193345,"P"
"Homalp","Homogyne alpina (L.) Cass., 1821",102925,"P"
"Hubamb","Hubertia ambavilla Bory, 1804",706382,"A"
"Hubambamb","Hubertia ambavilla var. ambavilla Bory, 1804",707197,"A"
"Hubambtax","Hubertia ambavilla var. taxifolia (Poir.) C.Jeffrey, 1992",707147,"A"
"Hubmul","Hubertia multifoliosa (Klatt) C.Jeffrey, 1992",706383,"A"
"Hubtom","Hubertia tomentosa Bory, 1804",706384,"A"
"Hubtomtom","Hubertia tomentosa var. tomentosa Bory, 1804",707198,"A"
"Hubtomcon","Hubertia tomentosa var. conyzoides (Bory) C.Jeffrey, 1992",707148,"A"
"Jacobaea","Jacobaea Mill., 1754",606920,"P"
"Jacado","Jacobaea adonidifolia (Loisel.) Mérat, 1812",103985,"P"
"Jacalp","Jacobaea alpina (L.) Moench, 1794",610648,"P"
"Jacaqu","Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb., 1801",103987,"P"
"Jacerr","Jacobaea erratica (Bertol.) Fourr., 1868",610644,"P"
"Jaceru","Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801",103991,"P"
"Jacerueru","Jacobaea erucifolia subsp. erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801",718366,"P"
"Jaceruten","Jacobaea erucifolia subsp. tenuifolia (J.Presl & C.Presl) B.Nord. & Greuter, 2006",981915,"Q"
"Jacinc","Jacobaea incana (L.) Veldkamp, 2006",610642,"P"
"Jacincinc","Jacobaea incana subsp. incana (L.) Veldkamp, 2006",612651,"P"
"Jacxalb","Jacobaea x albescens (Burb. & Colgan) Verloove & Lambinon, 2011",610657,"P"
"Jacxcal","Jacobaea x calvescens (Moris & De Not.) B.Bock, 2012",610651,"D"
"Jacxlag","Jacobaea x laggeri (Sch.Bip. ex Focke) B.Bock, 2012",610641,"P"
"Jacxlic","Jacobaea x lichtensteinensis (Dinter) B.Bock, 2012",610650,"D"
"Jacxlyr","Jacobaea x lyratifolia (Rchb.) B.Bock, 2012",610649,"D"
"Jacxmir","Jacobaea x mirabilis (Gaut. ex Rouy) B.Bock, 2012",610656,"P"
"Jacxost","Jacobaea x ostenfeldii (Druce) B.Bock, 2012",610652,"D"
"Jacxrei","Jacobaea x reisachii (Grembl.) B.Bock, 2012",610653,"P"
"Jacxthu","Jacobaea x thuretii (Briq. & Cavill.) B.Bock, 2012",610655,"D"
"Jacleu","Jacobaea leucophylla (DC.) Pelser, 2006",610647,"P"
"Jacmar","Jacobaea maritima (L.) Pelser & Meijden, 2005",610643,"P"
"Jacmarmar","Jacobaea maritima subsp. maritima (L.) Pelser & Meijden, 2005",612653,"P"
"Jacmarbic","Jacobaea maritima subsp. bicolor (Willd.) B.Nord. & Greuter, 2006",612652,"Q"
"Jacpal","Jacobaea paludosa (L.) G.Gaertn., B.Mey. & Scherb., 1801",103995,"P"
"Jacpalang","Jacobaea paludosa subsp. angustifolia (Holub) B.Nord. & Greuter, 2006",718238,"P"
"Jacper","Jacobaea persoonii (De Not.) Pelser, 2006",610654,"S"
"Jacuni","Jacobaea uniflora (All.) Veldkamp, 2006",610645,"P"
"Jacvul","Jacobaea vulgaris Gaertn., 1791",610646,"P"
"Jacvulvul","Jacobaea vulgaris subsp. vulgaris Gaertn., 1791",612655,"P"
"Jacvuldun","Jacobaea vulgaris subsp. dunensis (Dumort.) Pelser & Meijden, 2005",612654,"D"
"Ligularia","Ligularia Cass., 1816",194124,"P"
"Ligsib","Ligularia sibirica (L.) Cass., 1823",105908,"P"
"Parafaujasia","Parafaujasia C.Jeffrey, 1992",705304,"A"
"Parfon","Parafaujasia fontinalis (Cordem.) C.Jeffrey, 1992",706609,"A"
"Petasites","Petasites Mill., 1754",939388,"P"
"Petalb","Petasites albus (L.) Gaertn., 1791",112778,"P"
"Pethyb","Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb., 1801",112783,"P"
"Petxalp","Petasites x alpestris Brügger, 1880",112798,"D"
"Petxlor","Petasites x lorenzianus Brügger, 1880",112799,"D"
"Petxrec","Petasites x rechingeri Hayek, 1904",112800,"D"
"Petjap","Petasites japonicus (Siebold & Zucc.) Maxim., 1866",611598,"M"
"Petpar","Petasites paradoxus (Retz.) Baumg., 1816",112788,"P"
"Petpyr","Petasites pyrenaicus (L.) G.López, 1986",112790,"I"
"Roldana","Roldana La Llave, 1825",606984,"I"
"Rolpet","Roldana petasitis (Sims) H.Rob. & Brettell, 1974",610857,"I"
"Senecio","Senecio L., 1753",197585,"P"
"Senaeg","Senecio aegyptius L., 1753",611435,"M"
"Senang","Senecio angulatus L.f., 1782",122545,"I"
"Senbay","Senecio bayonnensis Boiss., 1856",122558,"P"
"Sencac","Senecio cacaliaster Lam., 1779",122563,"P"
"Sendel","Senecio deltoideus Less., 1832",122586,"I"
"Sendor","Senecio doria L., 1759",122592,"P"
"Sendor2","Senecio doronicum (L.) L., 1759",122593,"P"
"Sengal","Senecio gallicus Vill., 1785",122611,"P"
"Senger","Senecio gerardi Gren. & Godr., 1850",122615,"P"
"Sengla","Senecio glastifolius L.f., 1782",788826,"I"
"Sengla2","Senecio glaucus L., 1753",717543,"I"
"Senglacor","Senecio glaucus subsp. coronopifolius (Maire) C.Alexander, 1979",718411,"I"
"Senher","Senecio hercynicus Herborg, 1987",122625,"P"
"Senherher","Senecio hercynicus subsp. hercynicus Herborg, 1987",718412,"P"
"Senina","Senecio inaequidens DC., 1838",122630,"J"
"Senxaus","Senecio x austriacus Herborg, 1987",122748,"P"
"Senxcam","Senecio x cambrensis Rosser, 1955",122567,"D"
"Senxhei","Senecio x heimerlii Müllner, 1895",122757,"D"
"Senxher","Senecio x herborgii C.Jeffrey, 1992",122759,"P"
"Senxker","Senecio x kerneri B?ocki ex Nyman, 1889",122762,"D"
"Senxlam","Senecio x lamottei Rouy, 1903",122764,"D"
"Senxmar","Senecio x marceri Sennen, 1929",122768,"D"
